DL1,DL2,DL3,DL4,DL5,DL6,DL7,DL8,DL9,DL10,DL11,DL12,DL13,DL14
1e+20,1.7184e+11,4.4792e+10,84.276,124.39,2.9273e+10,32.72,1.9708e+10,21.689,14.749,16.392,13.272,24.642,7.3161
1e+20,1.6923e+11,4.3188e+10,78.682,116.19,2.8028e+10,30.88,1.9043e+10,20.343,13.912,15.662,12.819,23.579,6.9125
1e+20,1.6633e+11,4.1418e+10,72.723,107.41,2.664e+10,28.899,1.8297e+10,18.912,13.018,14.863,12.312,22.413,6.4842
1e+20,1.6306e+11,3.9437e+10,66.336,97.966,2.5075e+10,26.75,1.7448e+10,17.381,12.054,13.976,11.737,21.115,6.0252
1e+20,1.593e+11,3.718e+10,59.428,87.718,2.3284e+10,24.388,1.6462e+10,15.724,11.002,12.976,11.07,19.647,5.5264
1e+20,1.5482e+11,3.4536e+10,51.857,76.454,2.1185e+10,21.745,1.5285e+10,13.9,9.8294,11.82,10.273,17.942,4.9729
1e+20,1.4923e+11,3.1301e+10,43.377,63.812,1.8638e+10,18.7,1.3815e+10,11.837,8.4835,10.433,9.2766,15.884,4.3374
1e+20,1.4151e+11,2.7014e+10,33.479,49.055,1.5351e+10,14.998,1.1828e+10,9.3851,6.8472,8.6533,7.9262,13.223,3.5599
1e+20,1.2766e+11,2.0138e+10,20.676,30.041,1.044e+10,9.8642,8.6053e+09,6.0808,4.5619,5.9818,5.7323,9.184,2.4489
1e+20,1.9028e+11,6.0524e+10,190.61,155.11,3.8821e+10,54.597,2.6028e+10,37.831,24.24,23.348,17.033,34.266,11.907
1e+20,1.8935e+11,5.9896e+10,187.25,152.43,3.8432e+10,53.731,2.5816e+10,37.103,23.798,23.04,16.857,33.804,11.665
1e+20,1.8836e+11,5.9239e+10,183.72,149.58,3.8013e+10,52.822,2.559e+10,36.346,23.339,22.716,16.673,33.321,11.417
1e+20,1.8731e+11,5.855e+10,180,146.56,3.7564e+10,51.867,2.535e+10,35.558,22.862,22.377,16.48,32.816,11.162
1e+20,1.862e+11,5.7827e+10,176.09,143.37,3.7081e+10,50.865,2.5094e+10,34.739,22.367,22.022,16.277,32.289,10.899
1e+20,1.8503e+11,5.7069e+10,171.99,140,3.6563e+10,49.814,2.4822e+10,33.888,21.853,21.648,16.064,31.737,10.629
1e+20,1.8378e+11,5.6272e+10,167.68,136.45,3.6007e+10,48.711,2.4532e+10,33.002,21.32,21.256,15.839,31.16,10.352
1e+20,1.8245e+11,5.5435e+10,163.16,132.7,3.5411e+10,47.553,2.4223e+10,32.082,20.766,20.844,15.602,30.555,10.066
1e+20,1.8104e+11,5.4553e+10,158.41,128.76,3.4771e+10,46.338,2.3893e+10,31.125,20.189,20.411,15.352,29.919,9.7717
1e+20,1.7954e+11,5.3623e+10,153.43,124.6,3.4084e+10,45.062,2.3539e+10,30.129,19.59,19.953,15.087,29.251,9.4681
1e+20,1.7794e+11,5.2639e+10,148.19,120.23,3.3344e+10,43.721,2.316e+10,29.091,18.965,19.47,14.806,28.546,9.1546
1e+20,1.7622e+11,5.1597e+10,142.7,115.62,3.2547e+10,42.308,2.2752e+10,28.01,18.313,18.959,14.506,27.802,8.8303
1e+20,1.7438e+11,5.0489e+10,136.92,110.76,3.1686e+10,40.819,2.2312e+10,26.881,17.632,18.417,14.184,27.013,8.4943
1e+20,1.724e+11,4.9306e+10,130.83,105.63,3.0754e+10,39.246,2.1834e+10,25.7,16.918,17.839,13.839,26.174,8.1453
1e+20,1.7026e+11,4.8038e+10,124.4,100.22,2.9741e+10,37.579,2.1313e+10,24.463,16.168,17.22,13.465,25.276,7.7816
1e+20,1.6793e+11,4.6671e+10,117.61,94.492,2.8634e+10,35.807,2.0742e+10,23.162,15.377,16.555,13.058,24.312,7.4012
1e+20,1.6538e+11,4.5187e+10,110.4,88.414,2.7419e+10,33.914,2.0109e+10,21.789,14.539,15.836,12.611,23.269,7.0015
1e+20,1.6256e+11,4.356e+10,102.72,81.943,2.6074e+10,31.88,1.9403e+10,20.333,13.646,15.051,12.115,22.13,6.5787
1e+20,1.5941e+11,4.1754e+10,94.482,75.018,2.4572e+10,29.677,1.8602e+10,18.777,12.686,14.185,11.556,20.874,6.1276
1e+20,1.5581e+11,3.9716e+10,85.578,67.557,2.2871e+10,27.265,1.7679e+10,17.1,11.643,13.216,10.916,19.466,5.6406
1e+20,1.5161e+11,3.736e+10,75.835,59.433,2.0909e+10,24.582,1.6586e+10,15.266,10.491,12.109,10.164,17.855,5.1057
1e+20,1.465e+11,3.4532e+10,64.972,50.442,1.8583e+10,21.525,1.5243e+10,13.215,9.1857,10.807,9.2467,15.954,4.5019
1e+20,1.3979e+11,3.0911e+10,52.453,40.197,1.5695e+10,17.89,1.3482e+10,10.834,7.6423,9.1952,8.0601,13.593,3.7875
1e+20,1.2939e+11,2.5597e+10,36.965,27.765,1.1755e+10,13.169,1.0857e+10,7.8333,5.6434,6.9833,6.3305,10.338,2.8532
1e+20,9.2193e+10,1.1821e+10,11.119,7.9574,3.9764e+09,4.3834,4.4209e+09,2.5209,1.9002,2.4607,2.3891,3.6443,1.018
1e+20,1.9474e+11,3.7465e+10,168.71,227.49,4.1674e+10,55.7,2.6638e+10,39.006,25.084,24.373,17.757,36.041,12.301
1e+20,1.9368e+11,3.7078e+10,166.25,224.53,4.1355e+10,54.918,2.6452e+10,38.326,24.668,24.092,17.6,35.62,12.068
1e+20,1.9258e+11,3.6674e+10,163.69,221.41,4.1014e+10,54.105,2.6256e+10,37.624,24.238,23.8,17.438,35.184,11.83
1e+20,1.9141e+11,3.6254e+10,161.03,218.14,4.0652e+10,53.258,2.605e+10,36.9,23.796,23.496,17.271,34.733,11.586
1e+20,1.9019e+11,3.5815e+10,158.25,214.71,4.0266e+10,52.378,2.5833e+10,36.153,23.34,23.181,17.096,34.267,11.338
1e+20,1.889e+11,3.5358e+10,155.36,211.12,3.9857e+10,51.464,2.5606e+10,35.382,22.871,22.854,16.915,33.784,11.084
1e+20,1.8755e+11,3.4882e+10,152.36,207.37,3.9422e+10,50.513,2.5367e+10,34.588,22.388,22.514,16.727,33.285,10.825
1e+20,1.8614e+11,3.4386e+10,149.24,203.44,3.8961e+10,49.526,2.5115e+10,33.769,21.891,22.16,16.532,32.767,10.56
1e+20,1.8465e+11,3.3869e+10,145.99,199.33,3.847e+10,48.501,2.485e+10,32.924,21.379,21.793,16.328,32.23,10.29
1e+20,1.8308e+11,3.333e+10,142.62,195.03,3.795e+10,47.435,2.4571e+10,32.054,20.851,21.41,16.116,31.672,10.013
1e+20,1.8143e+11,3.2769e+10,139.11,190.54,3.7397e+10,46.328,2.4277e+10,31.156,20.307,21.012,15.894,31.093,9.7304
1e+20,1.797e+11,3.2184e+10,135.47,185.84,3.681e+10,45.177,2.3966e+10,30.23,19.746,20.597,15.662,30.49,9.441
1e+20,1.7787e+11,3.1574e+10,131.68,180.93,3.6185e+10,43.979,2.3638e+10,29.275,19.167,20.163,15.419,29.863,9.1446
1e+20,1.7594e+11,3.0937e+10,127.73,175.79,3.5519e+10,42.733,2.3289e+10,28.29,18.57,19.71,15.164,29.208,8.841
1e+20,1.739e+11,3.0272e+10,123.63,170.42,3.4809e+10,41.435,2.2919e+10,27.272,17.952,19.235,14.895,28.523,8.5295
1e+20,1.7173e+11,2.9576e+10,119.34,164.79,3.4051e+10,40.081,2.2525e+10,26.22,17.313,18.737,14.611,27.806,8.2097
1e+20,1.6944e+11,2.8849e+10,114.88,158.89,3.3238e+10,38.667,2.2105e+10,25.131,16.651,18.213,14.31,27.052,7.8808
1e+20,1.67e+11,2.8086e+10,110.21,152.69,3.2366e+10,37.187,2.1654e+10,24.003,15.964,17.661,13.99,26.257,7.5421
1e+20,1.644e+11,2.7285e+10,105.33,146.18,3.1427e+10,35.636,2.1168e+10,22.833,15.249,17.076,13.647,25.416,7.1925
1e+20,1.6161e+11,2.6443e+10,100.21,139.31,3.041e+10,34.006,2.0643e+10,21.617,14.504,16.454,13.278,24.523,6.8308
1e+20,1.5861e+11,2.5555e+10,94.825,132.05,2.9306e+10,32.287,2.0071e+10,20.35,13.725,15.79,12.879,23.569,6.4553
1e+20,1.5536e+11,2.4616e+10,89.138,124.35,2.8098e+10,30.467,1.9444e+10,19.025,12.906,15.077,12.443,22.542,6.064
1e+20,1.5182e+11,2.3621e+10,83.106,116.15,2.6767e+10,28.529,1.8748e+10,17.633,12.042,14.304,11.962,21.429,5.6542
1e+20,1.4793e+11,2.256e+10,76.668,107.35,2.5285e+10,26.451,1.7968e+10,16.164,11.123,13.458,11.424,20.209,5.2218
1e+20,1.4359e+11,2.1425e+10,69.736,97.828,2.3614e+10,24.2,1.7076e+10,14.602,10.137,12.521,10.812,18.852,4.7614
1e+20,1.3866e+11,2.0199e+10,62.18,87.4,2.1693e+10,21.73,1.6034e+10,12.92,9.065,11.462,10.097,17.312,4.2642
1e+20,1.3289e+11,1.8864e+10,53.785,75.757,1.9425e+10,18.959,1.4771e+10,11.078,7.8743,10.232,9.2342,15.514,3.7157
1e+20,1.2579e+11,1.7386e+10,44.149,62.325,1.6622e+10,15.737,1.3147e+10,8.9994,6.5047,8.7373,8.1297,13.312,3.0877
1e+20,1.16e+11,1.5694e+10,32.321,45.744,1.2841e+10,11.705,1.0806e+10,6.5008,4.8112,6.7486,6.5528,10.35,2.3113
1e+20,9.3884e+10,1.3378e+10,13.96,19.831,6.0534e+09,5.2133,5.8845e+09,2.7447,2.1254,3.2055,3.3738,4.9725,1.0569
1e+20,1.8978e+11,5.3863e+10,95.024,136.26,4.3064e+10,48.509,2.488e+10,35.661,23.862,24.407,18.107,36.777,12.061
1e+20,1.8866e+11,5.3285e+10,93.526,134.92,4.279e+10,47.761,2.4679e+10,34.966,23.424,24.11,17.962,36.362,11.818
1e+20,1.8748e+11,5.2685e+10,91.975,133.51,4.2495e+10,46.99,2.4469e+10,34.254,22.977,23.804,17.811,35.932,11.572
1e+20,1.8625e+11,5.2063e+10,90.37,132.01,4.2177e+10,46.195,2.4251e+10,33.527,22.519,23.486,17.654,35.488,11.321
1e+20,1.8495e+11,5.1416e+10,88.71,130.43,4.1835e+10,45.375,2.4023e+10,32.782,22.05,23.159,17.49,35.028,11.066
1e+20,1.8358e+11,5.0744e+10,86.992,128.76,4.1469e+10,44.53,2.3785e+10,32.021,21.571,22.819,17.32,34.552,10.806
1e+20,1.8215e+11,5.0046e+10,85.216,127,4.1076e+10,43.657,2.3537e+10,31.242,21.081,22.468,17.143,34.058,10.542
1e+20,1.8064e+11,4.932e+10,83.378,125.14,4.0656e+10,42.758,2.3277e+10,30.445,20.579,22.105,16.959,33.547,10.273
1e+20,1.7906e+11,4.8565e+10,81.478,123.18,4.0206e+10,41.829,2.3006e+10,29.63,20.065,21.728,16.767,33.017,9.9992
1e+20,1.7739e+11,4.7778e+10,79.512,121.12,3.9726e+10,40.87,2.2721e+10,28.795,19.539,21.338,16.566,32.468,9.7205
1e+20,1.7563e+11,4.6958e+10,77.478,118.95,3.9212e+10,39.88,2.2422e+10,27.941,19,20.933,16.356,31.896,9.4365
1e+20,1.7378e+11,4.6103e+10,75.373,116.66,3.8663e+10,38.857,2.2108e+10,27.066,18.448,20.513,16.137,31.303,9.147
1e+20,1.7183e+11,4.5209e+10,73.193,114.24,3.8076e+10,37.798,2.1778e+10,26.17,17.881,20.076,15.906,30.684,8.8517
1e+20,1.6977e+11,4.4273e+10,70.934,111.7,3.7447e+10,36.702,2.1429e+10,25.251,17.299,19.62,15.664,30.039,8.5503
1e+20,1.6759e+11,4.3292e+10,68.592,109.01,3.6773e+10,35.566,2.106e+10,24.309,16.702,19.146,15.41,29.366,8.2425
1e+20,1.6528e+11,4.2262e+10,66.161,106.16,3.6049e+10,34.388,2.067e+10,23.341,16.087,18.65,15.14,28.66,7.9277
1e+20,1.6282e+11,4.1178e+10,63.635,103.16,3.5271e+10,33.162,2.0254e+10,22.346,15.454,18.13,14.855,27.92,7.6054
1e+20,1.602e+11,4.0033e+10,61.006,99.968,3.4432e+10,31.887,1.9811e+10,21.322,14.802,17.585,14.551,27.14,7.2749
1e+20,1.574e+11,3.882e+10,58.264,96.581,3.3525e+10,30.555,1.9336e+10,20.267,14.127,17.01,14.226,26.317,6.9354
1e+20,1.5439e+11,3.753e+10,55.4,92.972,3.2539e+10,29.162,1.8824e+10,19.177,13.427,16.402,13.877,25.442,6.5859
1e+20,1.5115e+11,3.6152e+10,52.398,89.113,3.1464e+10,27.698,1.8268e+10,18.048,12.701,15.755,13.499,24.509,6.225
1e+20,1.4764e+11,3.467e+10,49.241,84.967,3.0283e+10,26.155,1.7661e+10,16.876,11.943,15.064,13.086,23.507,5.851
1e+20,1.4379e+11,3.3065e+10,45.906,80.488,2.8976e+10,24.519,1.6992e+10,15.654,11.148,14.319,12.63,22.421,5.4616
1e+20,1.3955e+11,3.131e+10,42.362,75.611,2.7515e+10,22.771,1.6244e+10,14.372,10.31,13.507,12.121,21.232,5.0537
1e+20,1.3479e+11,2.9364e+10,38.563,70.242,2.5858e+10,20.887,1.5394e+10,13.018,9.4168,12.612,11.54,19.909,4.6224
1e+20,1.2937e+11,2.7168e+10,34.444,64.242,2.3941e+10,18.826,1.4408e+10,11.571,8.4534,11.604,10.861,18.408,4.1604
1e+20,1.2298e+11,2.4618e+10,29.896,57.378,2.1658e+10,16.526,1.3223e+10,9.9982,7.3926,10.438,10.037,16.652,3.6552
1e+20,1.1509e+11,2.152e+10,24.714,49.206,1.8807e+10,13.863,1.172e+10,8.2353,6.1825,9.021,8.975,14.49,3.0821
1e+20,1.0423e+11,1.7387e+10,18.421,38.654,1.4898e+10,10.548,9.6023e+09,6.1272,4.6966,7.1333,7.436,11.556,2.3788
1e+20,8.1892e+10,9.9142e+09,8.9102,20.774,7.8072e+09,5.2853,5.473e+09,2.9703,2.3588,3.7793,4.2835,6.1958,1.2473
1e+20,1.9614e+11,6.1136e+10,216.56,253.36,3.9076e+10,20.731,1.6742e+10,23.915,17.841,20.684,16.922,33.16,10.106
1e+20,1.951e+11,6.056e+10,213.5,249.91,3.8766e+10,20.385,1.6575e+10,23.406,17.485,20.405,16.767,32.744,9.89
1e+20,1.94e+11,5.996e+10,210.29,246.26,3.843e+10,20.026,1.64e+10,22.881,17.118,20.114,16.605,32.31,9.6687
1e+20,1.9284e+11,5.9337e+10,206.92,242.41,3.8067e+10,19.654,1.6216e+10,22.338,16.739,19.81,16.436,31.858,9.4419
1e+20,1.9162e+11,5.8688e+10,203.38,238.35,3.7675e+10,19.266,1.6021e+10,21.778,16.347,19.492,16.258,31.385,9.2093
1e+20,1.9033e+11,5.8011e+10,199.68,234.07,3.7252e+10,18.863,1.5816e+10,21.2,15.943,19.16,16.071,30.892,8.9709
1e+20,1.8896e+11,5.7307e+10,195.8,229.56,3.6798e+10,18.445,1.56e+10,20.604,15.525,18.813,15.875,30.377,8.7264
1e+20,1.8753e+11,5.6573e+10,191.74,224.82,3.6309e+10,18.01,1.5371e+10,19.989,15.094,18.45,15.669,29.839,8.4756
1e+20,1.8601e+11,5.5807e+10,187.49,219.83,3.5783e+10,17.558,1.513e+10,19.354,14.649,18.07,15.452,29.276,8.2182
1e+20,1.844e+11,5.5007e+10,183.04,214.58,3.5218e+10,17.088,1.4874e+10,18.699,14.189,17.672,15.223,28.687,7.9539
1e+20,1.827e+11,5.417e+10,178.38,209.07,3.461e+10,16.598,1.4603e+10,18.023,13.713,17.254,14.981,28.069,7.6824
1e+20,1.809e+11,5.3294e+10,173.5,203.26,3.3956e+10,16.087,1.4315e+10,17.325,13.221,16.816,14.725,27.419,7.4032
1e+20,1.7899e+11,5.2375e+10,168.39,197.16,3.3251e+10,15.555,1.4009e+10,16.604,12.712,16.355,14.453,26.736,7.1158
1e+20,1.7696e+11,5.1409e+10,163.02,190.73,3.249e+10,14.998,1.3682e+10,15.859,12.184,15.868,14.163,26.014,6.8197
1e+20,1.7479e+11,5.0391e+10,157.38,183.94,3.1668e+10,14.415,1.3332e+10,15.088,11.636,15.354,13.853,25.251,6.514
1e+20,1.7248e+11,4.9316e+10,151.44,176.78,3.0776e+10,13.803,1.2955e+10,14.29,11.067,14.809,13.52,24.44,6.1978
1e+20,1.7e+11,4.8175e+10,145.17,169.2,2.9804e+10,13.159,1.2548e+10,13.461,10.473,14.23,13.16,23.575,5.87
1e+20,1.6733e+11,4.6959e+10,138.54,161.16,2.8742e+10,12.479,1.2106e+10,12.6,9.8532,13.61,12.769,22.647,5.5292
1e+20,1.6443e+11,4.5657e+10,131.49,152.59,2.7573e+10,11.757,1.1623e+10,11.702,9.2033,12.943,12.339,21.645,5.1735
1e+20,1.6128e+11,4.425e+10,123.95,143.41,2.6278e+10,10.988,1.1089e+10,10.763,8.5191,12.222,11.863,20.555,4.8003
1e+20,1.578e+11,4.2717e+10,115.84,133.52,2.4827e+10,10.161,1.0493e+10,9.7752,7.7942,11.433,11.327,19.355,4.4062
1e+20,1.5391e+11,4.1022e+10,107.01,122.74,2.318e+10,9.2623,9.818e+09,8.7302,7.0199,10.559,10.714,18.016,3.9861
1e+20,1.495e+11,3.911e+10,97.252,110.83,2.1274e+10,8.2724,9.0357e+09,7.6131,6.1828,9.573,9.9944,16.489,3.5322
1e+20,1.4431e+11,3.6883e+10,86.195,97.368,1.9001e+10,7.1565,8.1002e+09,6.3998,5.2605,8.4303,9.1165,14.693,3.0314
1e+20,1.3788e+11,3.4132e+10,73.086,81.484,1.6153e+10,5.849,6.9207e+09,5.044,4.2103,7.043,7.9765,12.471,2.4578
1e+20,1.2876e+11,3.0236e+10,55.883,60.908,1.2194e+10,4.1847,5.2631e+09,3.4296,2.9252,5.1898,6.2952,9.4104,1.7455
1e+20,9.8502e+10,1.8113e+10,18.997,19.202,3.6522e+09,1.1221,1.6018e+09,0.82419,0.73554,1.4706,2.1105,2.8271,0.46735
1e+20,1.9627e+11,6.1273e+10,234.45,262.46,4.1283e+10,52.132,2.5727e+10,28.494,20.632,22.648,17.587,35.181,11.164
1e+20,1.9524e+11,6.0705e+10,231.26,259.11,4.0986e+10,51.379,2.5544e+10,27.97,20.271,22.38,17.437,34.774,10.945
1e+20,1.9415e+11,6.0115e+10,227.93,255.58,4.0668e+10,50.594,2.5352e+10,27.43,19.9,22.101,17.281,34.353,10.722
1e+20,1.9301e+11,5.9501e+10,224.44,251.86,4.0327e+10,49.776,2.5149e+10,26.873,19.518,21.811,17.118,33.916,10.494
1e+20,1.918e+11,5.8864e+10,220.8,247.95,3.9962e+10,48.924,2.4936e+10,26.3,19.125,21.51,16.949,33.463,10.261
1e+20,1.9053e+11,5.8201e+10,216.99,243.83,3.9572e+10,48.038,2.4712e+10,25.71,18.721,21.197,16.773,32.994,10.023
1e+20,1.8918e+11,5.7512e+10,213.02,239.52,3.9155e+10,47.116,2.4475e+10,25.103,18.306,20.872,16.59,32.507,9.7806
1e+20,1.8777e+11,5.6795e+10,208.87,234.99,3.8711e+10,46.158,2.4227e+10,24.478,17.878,20.534,16.399,32.001,9.5327
1e+20,1.8628e+11,5.6048e+10,204.55,230.24,3.8237e+10,45.161,2.3964e+10,23.835,17.439,20.183,16.2,31.476,9.2795
1e+20,1.8471e+11,5.5271e+10,200.04,225.26,3.7731e+10,44.125,2.3688e+10,23.174,16.986,19.818,15.991,30.93,9.0209
1e+20,1.8305e+11,5.446e+10,195.33,220.05,3.7192e+10,43.048,2.3396e+10,22.493,16.521,19.437,15.773,30.362,8.7565
1e+20,1.8129e+11,5.3613e+10,190.43,214.59,3.6616e+10,41.927,2.3087e+10,21.792,16.042,19.041,15.545,29.77,8.4862
1e+20,1.7943e+11,5.2728e+10,185.32,208.87,3.6002e+10,40.762,2.2761e+10,21.071,15.548,18.627,15.305,29.153,8.2096
1e+20,1.7747e+11,5.1802e+10,179.98,202.88,3.5345e+10,39.55,2.2414e+10,20.327,15.039,18.194,15.053,28.508,7.9264
1e+20,1.7538e+11,5.0831e+10,174.4,196.6,3.4643e+10,38.287,2.2046e+10,19.562,14.514,17.741,14.786,27.833,7.6362
1e+20,1.7316e+11,4.981e+10,168.58,190.02,3.3891e+10,36.97,2.1655e+10,18.772,13.972,17.266,14.505,27.125,7.3385
1e+20,1.708e+11,4.8736e+10,162.49,183.11,3.3083e+10,35.597,2.1237e+10,17.957,13.412,16.767,14.205,26.38,7.0327
1e+20,1.6827e+11,4.7601e+10,156.11,175.85,3.2213e+10,34.161,2.0788e+10,17.115,12.831,16.241,13.886,25.594,6.7182
1e+20,1.6556e+11,4.6398e+10,149.41,168.21,3.1274e+10,32.658,2.0306e+10,16.243,12.229,15.684,13.545,24.762,6.3941
1e+20,1.6264e+11,4.5118e+10,142.37,160.16,3.0255e+10,31.081,1.9784e+10,15.34,11.603,15.093,13.177,23.877,6.0592
1e+20,1.5948e+11,4.3749e+10,134.94,151.64,2.9146e+10,29.421,1.9216e+10,14.402,10.949,14.463,12.778,22.931,5.7123
1e+20,1.5603e+11,4.2274e+10,127.08,142.61,2.7931e+10,27.667,1.8594e+10,13.424,10.265,13.786,12.341,21.912,5.3516
1e+20,1.5224e+11,4.0674e+10,118.71,132.98,2.6589e+10,25.805,1.7904e+10,12.401,9.546,13.054,11.858,20.806,4.9747
1e+20,1.4803e+11,3.8917e+10,109.76,122.67,2.5093e+10,23.816,1.7132e+10,11.325,8.7844,12.255,11.317,19.594,4.5783
1e+20,1.4327e+11,3.6961e+10,100.08,111.52,2.3403e+10,21.673,1.625e+10,10.186,7.9709,11.37,10.7,18.244,4.1577
1e+20,1.3777e+11,3.4734e+10,89.494,99.318,2.1457e+10,19.332,1.5222e+10,8.9676,7.0909,10.373,9.9791,16.713,3.7056
1e+20,1.3121e+11,3.2115e+10,77.673,85.723,1.9155e+10,16.726,1.3977e+10,7.6416,6.1202,9.2183,9.1057,14.924,3.2095
1e+20,1.2287e+11,2.8855e+10,64.011,70.075,1.6307e+10,13.726,1.2381e+10,6.1568,5.0125,7.8184,7.985,12.732,2.6455
1e+20,1.1078e+11,2.4277e+10,47.04,50.811,1.2459e+10,10.019,1.0082e+10,4.3884,3.6559,5.9632,6.3779,9.7844,1.9541
1e+20,8.0677e+10,1.4197e+10,19.625,20.503,5.4651e+09,4.1116,5.1678e+09,1.7303,1.5058,2.6358,3.0736,4.3741,0.83532
1e+20,1.9619e+11,6.1115e+10,218.38,217.82,1.5587e+10,51.723,2.5036e+10,33.109,19.515,14.683,9.2637,17.693,9.0446
1e+20,1.9507e+11,6.0475e+10,213.99,214.52,1.5154e+10,50.549,2.476e+10,32.199,18.962,14.272,9.0168,17.161,8.7565
1e+20,1.9387e+11,5.98e+10,209.28,210.95,1.4685e+10,49.26,2.4453e+10,31.203,18.359,13.824,8.751,16.59,8.4476
1e+20,1.9259e+11,5.9089e+10,204.22,207.09,1.4176e+10,47.845,2.4113e+10,30.113,17.702,13.337,8.464,15.976,8.1161
1e+20,1.9123e+11,5.8336e+10,198.76,202.91,1.3622e+10,46.29,2.3734e+10,28.92,16.986,12.804,8.1527,15.315,7.7595
1e+20,1.8977e+11,5.7538e+10,192.85,198.37,1.3017e+10,44.576,2.3309e+10,27.611,16.201,12.221,7.8134,14.599,7.3747
1e+20,1.882e+11,5.6689e+10,186.44,193.43,1.2352e+10,42.679,2.283e+10,26.17,15.341,11.58,7.4408,13.819,6.9577
1e+20,1.8651e+11,5.5779e+10,179.42,188,1.1617e+10,40.564,2.2284e+10,24.576,14.39,10.871,7.0283,12.964,6.5031
1e+20,1.8467e+11,5.4799e+10,171.65,181.99,1.0796e+10,38.183,2.1651e+10,22.798,13.332,10.078,6.5659,12.016,6.0032
1e+20,1.8267e+11,5.3729e+10,162.92,175.23,9.8651e+09,35.462,2.0903e+10,20.792,12.14,9.1819,6.039,10.952,5.4464
1e+20,1.8044e+11,5.2542e+10,152.83,167.42,8.7878e+09,32.276,1.9988e+10,18.484,10.77,8.1483,5.4239,9.7305,4.8141
1e+20,1.7791e+11,5.1179e+10,140.61,157.97,7.4971e+09,28.389,1.8799e+10,15.741,9.1459,6.9169,4.6772,8.2793,4.0726
1e+20,1.7486e+11,4.9497e+10,124.21,145.28,5.8447e+09,23.243,1.7062e+10,12.266,7.0932,5.3547,3.7018,6.4372,3.1461
1e+20,1.703e+11,4.6732e+10,93.684,120.9,3.2971e+09,14.59,1.3416e+10,6.9579,3.9815,2.9846,2.1439,3.6219,1.7581
1e+20,1.9622e+11,6.1201e+10,236.3,263.85,3.8118e+10,50.599,2.6241e+10,28.193,13.02,4.3728,17.05,34.693,11.681
1e+20,1.9517e+11,6.0619e+10,232.82,260.45,3.7866e+10,49.76,2.6036e+10,27.566,12.704,4.2626,16.902,34.276,11.423
1e+20,1.9408e+11,6.0015e+10,229.18,256.87,3.7596e+10,48.886,2.5821e+10,26.919,12.38,4.1499,16.75,33.844,11.159
1e+20,1.9292e+11,5.9388e+10,225.37,253.1,3.7308e+10,47.975,2.5594e+10,26.251,12.047,4.0348,16.591,33.397,10.889
1e+20,1.917e+11,5.8735e+10,221.4,249.13,3.7e+10,47.027,2.5355e+10,25.563,11.706,3.9172,16.427,32.934,10.612
1e+20,1.9041e+11,5.8056e+10,217.26,244.96,3.6672e+10,46.039,2.5104e+10,24.854,11.356,3.7971,16.256,32.454,10.329
1e+20,1.8905e+11,5.735e+10,212.93,240.58,3.6322e+10,45.011,2.4839e+10,24.122,10.997,3.6744,16.078,31.957,10.04
1e+20,1.8763e+11,5.6615e+10,208.42,235.98,3.5949e+10,43.941,2.4559e+10,23.368,10.629,3.5489,15.893,31.441,9.7429
1e+20,1.8612e+11,5.5849e+10,203.71,231.17,3.5552e+10,42.826,2.4264e+10,22.591,10.251,3.4207,15.7,30.904,9.439
1e+20,1.8453e+11,5.505e+10,198.81,226.11,3.5128e+10,41.665,2.3952e+10,21.79,9.864,3.2896,15.499,30.347,9.1274
1e+20,1.8285e+11,5.4216e+10,193.69,220.81,3.4675e+10,40.454,2.3622e+10,20.964,9.4665,3.1555,15.288,29.766,8.8077
1e+20,1.8107e+11,5.3345e+10,188.34,215.25,3.4192e+10,39.191,2.3272e+10,20.112,9.0584,3.0183,15.067,29.16,8.4795
1e+20,1.7919e+11,5.2432e+10,182.76,209.42,3.3675e+10,37.873,2.29e+10,19.232,8.6392,2.8777,14.836,28.527,8.1421
1e+20,1.7719e+11,5.1475e+10,176.93,203.29,3.3122e+10,36.494,2.2504e+10,18.323,8.2082,2.7335,14.591,27.864,7.7948
1e+20,1.7507e+11,5.047e+10,170.83,196.85,3.2527e+10,35.051,2.2081e+10,17.384,7.7646,2.5856,14.334,27.167,7.4368
1e+20,1.7281e+11,4.9411e+10,164.43,190.07,3.1886e+10,33.537,2.1628e+10,16.411,7.3077,2.4336,14.06,26.433,7.067
1e+20,1.704e+11,4.8291e+10,157.71,182.92,3.1193e+10,31.944,2.114e+10,15.402,6.8361,2.2771,13.768,25.656,6.6841
1e+20,1.6782e+11,4.7103e+10,150.62,175.35,3.044e+10,30.263,2.0611e+10,14.354,6.3486,2.1156,13.456,24.829,6.2864
1e+20,1.6503e+11,4.5836e+10,143.14,167.33,2.9618e+10,28.481,2.0034e+10,13.262,5.8432,1.9484,13.118,23.943,5.8715
1e+20,1.6201e+11,4.4478e+10,135.18,158.77,2.8713e+10,26.582,1.94e+10,12.121,5.3175,1.7748,12.75,22.987,5.4366
1e+20,1.5871e+11,4.3008e+10,126.66,149.58,2.7706e+10,24.542,1.8694e+10,10.921,4.7681,1.5936,12.344,21.943,4.9773
1e+20,1.5507e+11,4.1399e+10,117.45,139.62,2.657e+10,22.325,1.7896e+10,9.6503,4.1898,1.4029,11.889,20.786,4.4872
1e+20,1.51e+11,3.9608e+10,107.31,128.65,2.5259e+10,19.877,1.6969e+10,8.2904,3.5749,1.2,11.366,19.473,3.9562
